Sex,Length,Diameter,Height,Whole_Weight,Shucked_Weight,Viscera_Weight,Shell_Weight,Rings,Age
I,111.00000000000001,86,28.000000000000004,153.29999999999998,68.2,33,46,9,10.5
I,111.00000000000001,85,28.999999999999996,158.1,69.69999999999999,35.3,45,9,10.5
I,112.00000000000001,85,27,164.1,74.3,37,47.199999999999996,9,10.5
I,112.00000000000001,85,28.999999999999996,137.6,61.9,26.1,43.3,9,10.5
F,112.00000000000001,89,31,244.79999999999998,111.3,64.5,53.900000000000006,10,11.5
I,112.00000000000001,91,28.999999999999996,194.79999999999998,109.4,32.300000000000004,47,9,10.5
I,112.99999999999999,88,35,174.70000000000002,82.8,42,42,11,12.5
F,112.99999999999999,90,28.999999999999996,169.9,84.3,33.7,45,8,9.5
M,112.99999999999999,89,30,159.20000000000002,72.7,36.8,43.8,8,9.5
M,112.99999999999999,78,25,148.8,70.39999999999999,26,33.7,11,12.5
I,113.99999999999999,90,28.999999999999996,150.2,56.49999999999999,43.9,44.3,10,11.5
I,113.99999999999999,90,27,158.8,76.3,28.299999999999997,49,8,9.5
F,113.99999999999999,92,27,195.9,79.4,50.5,53.1,9,10.5
M,113.99999999999999,87,34,174.6,76.4,36.6,54.1,10,11.5
I,113.99999999999999,88,26,153.29999999999998,69.39999999999999,35.699999999999996,40.400000000000006,10,11.5
M,113.99999999999999,87,25,179.29999999999998,76.6,36.7,55.00000000000001,9,10.5
F,114.99999999999999,84,27,171.4,92.2,29.4,42.5,10,11.5
F,114.99999999999999,96,33,215.60000000000002,102.2,41.9,61.199999999999996,9,10.5
M,114.99999999999999,92,31,178.4,88.3,35.199999999999996,44,10,11.5
M,115.99999999999999,92,31,287.9,134.3,54.6,59.099999999999994,10,11.5
M,115.99999999999999,91,27,159.1,81,33.4,40.8,10,11.5
F,115.99999999999999,89,30,171.6,80,31.2,50.6,8,9.5
M,117,93,31,182.9,91.10000000000001,39.300000000000004,47,9,10.5
M,117,98,37,234.20000000000002,104.4,50.7,67,10,11.5
I,117,95,32,210.1,96,46.800000000000004,56.99999999999999,10,11.5
M,117,92,33,222.7,116.5,46.9,54.800000000000004,10,11.5
M,117,94,33,281.8,160,45.800000000000004,59,10,11.5
M,117,95,30,213,106.3,39.800000000000004,57.699999999999996,10,11.5
M,117,90,36,159.9,67.2,37.1,47.4,8,9.5
I,118,89,27,154.29999999999998,65.60000000000001,34.9,46,9,10.5
M,118,94,36,237.4,119.7,45.4,62,9,10.5
M,118,91,31,177.1,77.60000000000001,37.6,55.00000000000001,10,11.5
F,119,93,30,196,82.3,39.2,45.1,10,11.5
F,119,93,31,205.20000000000002,92.9,22.400000000000002,61,12,13.5
M,120,95,34,226.29999999999998,101.6,54.400000000000006,61.8,10,11.5
M,120,96,31,202.8,90.2,37.7,65,11,12.5
I,120,95,30,224.00000000000003,112.99999999999999,49.3,54,10,11.5
F,120,93,31,208,95.1,50,56.00000000000001,11,12.5
F,120,91,28.999999999999996,177.89999999999998,83.8,34.300000000000004,53.800000000000004,10,11.5
M,120,92,31,191.9,89.1,37.8,59,11,12.5
I,121,97,30,247.6,126.29999999999998,45.2,66,11,12.5
M,121,98,28.000000000000004,195.1,83.8,41.199999999999996,63,10,11.5
I,121,87,26,180.5,86.4,34.8,52,11,12.5
F,121,95,35,215.20000000000002,92.60000000000001,43.9,67,9,10.5
F,121,94,32,216.7,108.1,44.3,55.00000000000001,12,13.5
M,122,90,30,174.2,81.39999999999999,36.7,50,10,11.5
M,122,96,33,248.8,126.89999999999999,51.4,61,12,13.5
M,122,95,34,205.29999999999998,87,46.7,60.699999999999996,10,11.5
I,122,93,30,192.1,89.9,34.5,57.199999999999996,9,10.5
M,122,96,34,227.4,91.3,57.99999999999999,69.39999999999999,10,11.5
M,122,92,32,200,98.8,39.4,55.00000000000001,10,11.5
F,123,95,31,200.8,89.5,38.6,57.9,10,11.5
M,123,94,33,225.59999999999997,89.3,43.9,68,10,11.5
M,123,100,34,210.8,96.89999999999999,45.6,59,10,11.5
F,123,95,33,204.6,98.1,39.1,60.699999999999996,12,13.5
M,123,95,34,225.8,95.89999999999999,60.4,60,10,11.5
M,123,96,35,223.60000000000002,89.2,63.9,60,9,10.5
F,123,95,31,223,96.8,42.3,71,10,11.5
M,124,102,35,256.3,114.3,47.699999999999996,78,10,11.5
M,124,99,36,251.10000000000002,115.3,50.8,71,12,13.5
F,124,100,30,258.59999999999997,119.19999999999999,62.7,70.8,10,11.5
F,124,95,32,225.89999999999998,92.60000000000001,53.7,66,10,11.5
M,125,91,34,216.4,99.1,46.9,63,9,10.5
F,125,101,35,229.99999999999997,109.5,51.2,60.9,11,12.5
F,125,103,32,252.8,114.3,65.2,64.2,9,10.5
F,125,96,31,240.7,117.30000000000001,47.8,63.7,12,13.5
F,126,97,34,264.1,118.9,69,69,9,10.5
I,126,101,36,254.4,120.5,59,63,11,12.5
M,126,97,28.999999999999996,212.4,101.29999999999998,35.699999999999996,67.30000000000001,12,13.5
I,126,95,28.999999999999996,212.1,103.3,43.9,56.00000000000001,10,11.5
M,126,99,32,218.6,99.4,44.2,63,12,13.5
M,127,98,32,220.2,106.80000000000001,37.3,69.1,10,11.5
F,127,100,33,291.9,141,52.900000000000006,78,9,10.5
F,127,99,35,242.20000000000002,141.4,54.50000000000001,64.60000000000001,9,10.5
M,127,95,34,238.7,104.1,53.900000000000006,73.3,10,11.5
M,127,102,31,197.2,81,45.1,62,10,11.5
M,128,112.99999999999999,46,304.2,128.8,74.4,81.2,15,16.5
M,128,105,36,262.7,97.3,59.9,81.5,10,11.5
M,129,102,32,236.7,111.20000000000002,47.699999999999996,69,11,12.5
M,129,100,39,280.2,123.30000000000001,70.3,74.5,10,11.5
M,129,105,32,301.5,149.10000000000002,49,86.5,11,12.5
F,130,101,33,231.99999999999997,95.7,54.800000000000004,69.8,11,12.5
F,130,118,44,332.4,154,75.6,87,11,12.5
M,130,105,35,307.3,137.3,71.7,81,11,12.5
M,130,102,38,308.40000000000003,143.1,74.7,75,9,10.5
F,130,102,34,313.4,144.9,69.8,78.2,10,11.5
F,131,105,38,271.9,112.79999999999998,64.3,79.7,10,11.5
M,131,107,41,328.90000000000003,146.1,71.89999999999999,92,13,14.5
F,131,104,38,290.9,120,77.3,76.6,10,11.5
M,131,98,35,271.7,127.89999999999999,58.8,73,10,11.5
F,132,99,42,309.6,144.79999999999998,70.5,78.5,10,11.5
F,132,103,34,267.4,123,62.5,71.5,10,11.5
F,133,106,36,298.20000000000005,126.89999999999999,68.4,87,10,11.5
F,134,106,45,312.3,126,97.39999999999999,74.5,11,12.5
F,134,101,35,202.89999999999998,87.5,54.2,74.9,10,11.5
M,135,109.00000000000001,37,347.5,175.2,62.7,93.8,13,14.5
M,137,109.00000000000001,41,358.5,162.9,83.2,92.2,9,10.5
F,139,112.99999999999999,38,352.7,149.3,79.80000000000001,99.5,11,12.5
F,140,109.00000000000001,26,311.2,134.5,74.8,39,12,13.5
M,141,112.99999999999999,103,442,221.5,97.3,102.4,10,11.5
M,141,111.00000000000001,43,428.2,209.3,76.6,105.60000000000001,11,12.5
F,141,113.99999999999999,36,306.9,192,83.89999999999999,86,12,13.5
F,142,110.00000000000001,34,322.8,148.6,69,90,11,12.5
F,144,114.99999999999999,34,386.7,182.6,77.8,102,13,14.5
M,144,114.99999999999999,43,434.6,190.3,112.79999999999998,107.3,12,13.5
F,145,120,40,347.40000000000003,139.39999999999998,71.7,119,11,12.5
F,146,115.99999999999999,38,347.5,135.7,86.9,104,11,12.5
F,147,112.99999999999999,41,425.5,189.79999999999998,92,112.99999999999999,12,13.5
F,149,113.99999999999999,43,450,231.3,89.2,111.60000000000001,9,10.5
F,150,122,47,501.70000000000005,246.4,103.8,122.39999999999999,14,15.5
F,163,130,50,451,178.1,84,159.5,14,15.5
I,28.000000000000004,21,7.000000000000001,2.8000000000000003,1.0999999999999999,0.5,0.8,3,4.5
I,46,33,12,10.299999999999999,3.8,2.9000000000000004,7.199999999999999,4,5.5
I,73,53,27,44.3,21,9.4,12.1,7,8.5
I,73,51,16,39.7,15.7,6.9,10.6,5,6.5
I,74,54,19,46.400000000000006,26.5,8.200000000000001,12.3,6,7.5
I,75,56.00000000000001,17,63.1,37.4,9.2,13.4,7,8.5
I,77,60,18,49.4,24.5,8.799999999999999,13.5,5,6.5
I,79,59,18,60.5,28.599999999999998,13.3,15.299999999999999,5,6.5
I,80,57.99999999999999,22,65.8,37.6,9.1,16.5,6,7.5
I,80,60,18,56.3,23.7,12.2,16,7,8.5
I,81,62,19,68.5,35.699999999999996,12.8,17.1,8,9.5
I,81,57.99999999999999,18,56.49999999999999,22.400000000000002,15,16.3,7,8.5
I,81,60,21,60.8,29.099999999999998,12.2,16.1,6,7.5
I,82,64,19,58.099999999999994,28.199999999999996,12.6,14.6,5,6.5
M,83,63,23,77.9,40.300000000000004,13,20.599999999999998,9,10.5
I,85,68,21,77.8,40.300000000000004,18.099999999999998,17.599999999999998,6,7.5
I,86,68,21,88.1,47.699999999999996,14.899999999999999,21.5,6,7.5
I,88,68,21,73.8,32.800000000000004,16,20.3,5,6.5
M,88,64,24,91.3,48.699999999999996,18.4,20.5,8,9.5
I,88,73,22,89.3,42.6,17.8,22.7,9,10.5
M,90,67,25,89.5,43.3,25.2,22,6,7.5
I,91,67,27,100.2,54.800000000000004,19.900000000000002,21.3,7,8.5
I,92,71,22,87.2,39.5,19.2,25,8,9.5
I,94,69,28.000000000000004,92.30000000000001,45.800000000000004,22.1,23.200000000000003,9,10.5
I,94,70,25,86.3,38,23.3,23.5,6,7.5
I,94,71,24,73.7,25.2,16.7,27.3,6,7.5
M,95,74,25,129.8,69.39999999999999,27.200000000000003,28.4,8,9.5
I,95,73,23,91.8,43.5,18.6,23.3,7,8.5
F,95,73,23,113.19999999999999,56.2,23.400000000000002,26.700000000000003,7,8.5
I,96,72,25,108.4,55.900000000000006,20.5,29.4,7,8.5
I,97,76,24,94.5,41.5,21.5,29.4,6,7.5
M,97,78,17,128.7,58.9,20.599999999999998,39.6,8,9.5
M,97,74,26,105.2,49.7,21,31.1,6,7.5
F,99,76,24,114.6,53.1,25.7,28.799999999999997,7,8.5
M,101,77,21,110.5,47.8,24.9,31.1,9,10.5
F,101,76,27,137.1,72.2,31.3,32.2,9,10.5
I,103,79,25,111.20000000000002,53.900000000000006,19.2,34,8,9.5
M,103,85,28.999999999999996,187.3,99.4,36.199999999999996,43.7,8,9.5
I,103,80,25,112.5,50,24.9,34,7,8.5
M,104,80,25,111.80000000000001,50.8,27.800000000000004,29.799999999999997,8,9.5
M,105,80,28.000000000000004,144.1,73.7,28.999999999999996,34.699999999999996,8,9.5
I,106,86,26,140.9,69.19999999999999,28.299999999999997,37.8,9,10.5
M,106,80,25,151.5,79.60000000000001,30.2,35,8,9.5
F,109.00000000000001,82,28.000000000000004,148.10000000000002,71.3,35.5,40.6,9,10.5
F,110.00000000000001,86,28.000000000000004,168,75,43.6,38.9,8,9.5
M,110.00000000000001,85,32,158.6,68.60000000000001,40.699999999999996,43,9,10.5
F,112.00000000000001,86,30,174.9,90.60000000000001,32.2,44,8,9.5
F,112.00000000000001,87,30,174.3,95.1,36.7,36.7,9,10.5
M,113.99999999999999,89,30,197.5,100.8,41.4,49.8,8,9.5
M,114.99999999999999,93,30,216,119,41.3,47.599999999999994,9,10.5
M,114.99999999999999,92,33,183.1,80.10000000000001,49.3,47.699999999999996,8,9.5
F,115.99999999999999,92,35,233,130,44.1,61.1,9,10.5
F,115.99999999999999,87,28.000000000000004,190.6,95,43.3,41.9,9,10.5
M,117,91,30,181.20000000000002,81.89999999999999,46,46.7,8,9.5
M,118,88,30,174.5,77.4,43,49,8,9.5
F,118,93,30,230.20000000000002,122.6,47.8,50.3,9,10.5
F,118,92,28.999999999999996,198.10000000000002,90.60000000000001,44.1,55.00000000000001,8,9.5
F,119,91,32,208,90.4,53.1,57.599999999999994,9,10.5
M,120,91,31,189,87.3,41.699999999999996,50,8,9.5
M,120,93,40,251.79999999999998,128.1,39.7,71.39999999999999,9,10.5
F,121,97,33,190.3,90.7,38.6,55.300000000000004,11,12.5
F,121,97,32,240.20000000000002,83.39999999999999,57.49999999999999,76,9,10.5
F,121,103,34,257.8,120,58.9,66.3,9,10.5
F,122,97,34,220.1,102.49999999999999,45.800000000000004,61,11,12.5
I,123,95,26,168.5,70.6,38.3,50.2,8,9.5
M,124,97,31,209.79999999999998,92.4,46.2,50,10,11.5
F,124,87,31,202.4,95.39999999999999,47.199999999999996,55.00000000000001,8,9.5
M,124,96,33,214.5,96.3,47,62.4,9,10.5
M,125,104,35,282.1,138.2,64.4,69.3,10,11.5
M,125,94,36,227.2,90.2,64.9,61,11,12.5
M,126,94,28.999999999999996,220.1,104,52,55.2,9,10.5
F,126,100,35,222.10000000000002,93.4,53.6,65.8,10,11.5
M,126,91,30,226.29999999999998,96.2,54.900000000000006,61,9,10.5
M,126,96,30,254.2,132.1,48.5,62,11,12.5
F,126,98,45,267.2,136.1,51.800000000000004,64.9,10,11.5
F,127,101,28.999999999999996,226.9,101,53.1,63,10,11.5
M,127,102,37,261.6,108.80000000000001,63.6,75.4,8,9.5
F,128,103,41,306.70000000000005,132.7,66.9,80.5,9,10.5
F,129,103,35,309.2,140.7,73,83,10,11.5
M,129,102,31,307.8,128.1,71.7,86,11,12.5
F,129,101,33,263.6,110.00000000000001,60.3,67,11,12.5
F,130,109.00000000000001,35,304.9,118,65.2,99,10,11.5
M,130,103,35,293.2,135.4,60.9,80,10,11.5
F,130,100,32,276.5,140.39999999999998,60.8,63.9,9,10.5
M,130,97,28.000000000000004,235,95,48.699999999999996,43,8,9.5
F,131,108,43,311.1,139,59.199999999999996,88.8,11,12.5
M,131,102,43,356.70000000000005,177.7,81.89999999999999,83.89999999999999,11,12.5
M,132,101,33,274.8,117.8,70.19999999999999,69,10,11.5
F,133,103,36,277.8,118.9,64.8,79,10,11.5
M,134,109.00000000000001,40,340.5,166.6,74.8,82,11,12.5
M,134,102,35,305.3,130.20000000000002,89.5,69,10,11.5
M,134,100,38,303.79999999999995,123.2,77.60000000000001,83,10,11.5
F,136,100,37,348.20000000000005,153.29999999999998,65.10000000000001,93.7,12,13.5
M,136,103,34,322.3,168.3,61.199999999999996,79,11,12.5
M,138,105,40,356.5,183.29999999999998,66.5,92.2,12,13.5
F,140,110.00000000000001,34,336.8,150.7,65.3,64,11,12.5
M,140,111.00000000000001,40,371.6,146,73.3,119,11,12.5
M,141,112.00000000000001,33,335,159.4,81.89999999999999,77.60000000000001,10,11.5
M,144,112.99999999999999,40,421.1,203.39999999999998,72.6,98.8,12,13.5
M,145,114.99999999999999,48,442,270.2,82.6,100.29999999999998,13,14.5
M,148,113.99999999999999,36,374.5,182.29999999999998,85.39999999999999,89.2,10,11.5
M,150,110.00000000000001,36,378.6,188.39999999999998,79.4,89,11,12.5
I,42,34,9,9.5,3.8,2.1999999999999997,2.6,5,6.5
I,56.99999999999999,42,11,20.200000000000003,8.3,3.4000000000000004,6.7,5,6.5
I,59,43,14.000000000000002,24.2,9.4,3.1,8.1,6,7.5
I,60,46,17,23.400000000000002,10,3.5000000000000004,8.3,6,7.5
I,61,45,18,29.299999999999997,12.6,6.800000000000001,8.3,6,7.5
I,67,51,16,33.6,15.8,7.1,10,5,6.5
I,70,52,15,36,18,4.9,11,5,6.5
I,71,54,15,35.5,15.8,6.3,10.8,6,7.5
I,71,52,18,39.7,14.299999999999999,9.9,11.600000000000001,7,8.5
I,72,54,19,40,14.6,11.200000000000001,12.2,8,9.5
I,72,55.00000000000001,15,44.1,19.7,8.799999999999999,13.200000000000001,7,8.5
I,72,53,15,36.9,16.6,7.3,11,7,8.5
I,73,54,17,44.5,18.7,10.5,13.200000000000001,7,8.5
I,74,54,19,43.5,19.400000000000002,9.2,13,6,7.5
I,75,56.00000000000001,16,43.3,18.7,18.5,14.000000000000002,7,8.5
I,76,56.99999999999999,19,48.6,17.9,13.3,15,7,8.5
I,76,57.99999999999999,20,47.4,21.6,7.9,16.400000000000002,6,7.5
I,77,57.99999999999999,18,47.3,20,10.100000000000001,15.2,8,9.5
I,77,56.00000000000001,19,51.4,23.799999999999997,11.799999999999999,14.000000000000002,7,8.5
I,77,60,18,61.6,30.5,11.200000000000001,16.7,8,9.5
I,78,60,18,50.4,21.3,10.6,16,7,8.5
I,78,56.99999999999999,20,56.2,25.5,12.4,15.4,7,8.5
I,78,57.99999999999999,20,44.5,19,9.3,14.6,7,8.5
I,82,60,18,60.8,25.8,14.2,19.1,8,9.5
I,82,60,18,56.00000000000001,28.199999999999996,11.5,15,8,9.5
I,83,65,20,62.6,27.800000000000004,12.5,19.3,7,8.5
I,85,65,22,63.4,27,9.6,18,8,9.5
I,85,63,16,60.6,26.200000000000003,11.700000000000001,19,7,8.5
I,87,67,20,65.9,25.8,14.000000000000002,22,7,8.5
I,87,65,22,73.4,31.900000000000002,16,21,6,7.5
I,90,68,19,64.9,27.700000000000003,12.8,21,8,9.5
I,90,67,22,83.89999999999999,36.199999999999996,17,26.900000000000002,7,8.5
I,91,72,23,91.4,41.699999999999996,17.1,29.4,10,11.5
I,92,70,22,80,35.199999999999996,16.6,24.099999999999998,7,8.5
I,92,71,22,85.1,40.300000000000004,16.2,26,7,8.5
I,93,74,24,87.3,37.6,16.3,29.4,9,10.5
I,93,69,22,78.60000000000001,36.5,14.7,24,8,9.5
I,94,71,25,99.8,42,19.7,31,8,9.5
I,95,72,28.999999999999996,126.49999999999999,56.49999999999999,27.400000000000002,38,8,9.5
M,95,72,20,85.7,39.300000000000004,19.8,22.400000000000002,7,8.5
I,95,72,25,98.1,41,26.1,25,8,9.5
I,96,74,25,94.8,35.8,20.7,35,9,10.5
I,96,74,24,107.2,50.2,22.8,30,8,9.5
M,96,71,32,92.80000000000001,44.2,21.2,47.8,8,9.5
I,97,75,26,120.5,58.699999999999996,25.7,32,7,8.5
I,98,75,23,92.30000000000001,40.8,18.9,28.599999999999998,8,9.5
I,98,80,27,124.8,60.699999999999996,25.7,33.800000000000004,8,9.5
I,99,74,25,94.3,41.5,18.2,30,8,9.5
I,99,80,21,120.39999999999999,50.1,25.3,38,8,9.5
I,100,80,24,123.2,52.2,28.599999999999998,38.7,8,9.5
I,100,78,24,119.10000000000001,49.1,29.4,34.599999999999994,8,9.5
I,100,75,28.000000000000004,111.80000000000001,47.5,27,33.800000000000004,9,10.5
I,102,79,26,120.5,56.2,28.599999999999998,32.4,7,8.5
F,103,75,22,121.30000000000001,60.099999999999994,26.200000000000003,30,6,7.5
I,103,72,25,94.5,36.3,25,27.6,9,10.5
I,103,70,21,94.89999999999999,42.6,24.6,25.5,10,11.5
I,103,79,25,132.7,64,28.000000000000004,34,8,9.5
I,103,78,25,114.1,47.599999999999994,25.3,37,8,9.5
I,104,82,28.999999999999996,129.20000000000002,59.3,31.900000000000002,33,9,10.5
I,104,78,26,110.9,47.099999999999994,21.9,37.9,7,8.5
M,105,83,28.999999999999996,169,70.5,32.7,57.49999999999999,8,9.5
I,105,78,24,132.8,62.3,29.4,35.6,9,10.5
I,105,76,27,123,52.2,31.8,35,8,9.5
I,105,80,28.000000000000004,130.8,61,32,33.800000000000004,7,8.5
M,105,80,31,141.4,56.39999999999999,32.1,45,9,10.5
I,106,84,24,119.30000000000001,51.1,28.199999999999996,35.4,7,8.5
I,106,86,27,125.1,49,29.099999999999998,42.699999999999996,10,11.5
I,106,80,28.999999999999996,111.00000000000001,38.7,26.1,39,9,10.5
I,106,84,26,167.3,74.9,33.4,49.8,11,12.5
I,107,80,26,131.4,56.699999999999996,32.4,35,7,8.5
I,108,86,34,167.2,74.5,36.3,48,9,10.5
I,108,85,28.000000000000004,148.4,64,27.900000000000002,50,9,10.5
I,108,86,28.000000000000004,163.9,78.7,34.5,45.9,9,10.5
M,108,91,28.000000000000004,194.4,83.8,51,53.800000000000004,10,11.5
I,108,84,28.000000000000004,125.49999999999999,50.1,23.5,47,9,10.5
I,108,85,26,144.1,59.099999999999994,33.800000000000004,45,10,11.5
I,108,85,27,137.20000000000002,69.5,30.9,42.6,8,9.5
I,109.00000000000001,80,26,137.20000000000002,65.7,29.099999999999998,36,9,10.5
I,109.00000000000001,75,24,108.60000000000001,47.5,23.1,34.5,8,9.5
I,109.00000000000001,84,25,143.4,71.6,22.400000000000002,44,8,9.5
M,110.00000000000001,87,28.000000000000004,152.5,65.4,33.7,51.800000000000004,10,11.5
I,110.00000000000001,85,30,127.8,53.800000000000004,26.900000000000002,43.4,9,10.5
I,110.00000000000001,84,27,163.2,79.9,29.7,46,12,13.5
I,110.00000000000001,83,28.999999999999996,156.29999999999998,74.6,32,44.3,8,9.5
I,110.00000000000001,85,30,153.29999999999998,67.80000000000001,35.199999999999996,42,8,9.5
I,111.00000000000001,79,26,111.7,44.4,24.9,34,9,10.5
I,111.00000000000001,87,28.000000000000004,153,78.9,30,41.199999999999996,8,9.5
I,111.00000000000001,92,28.999999999999996,180.1,76.9,31.6,55.300000000000004,11,12.5
I,112.00000000000001,89,30,164.5,73.7,37.4,47.199999999999996,10,11.5
I,112.00000000000001,88,26,144.70000000000002,69.8,29.799999999999997,40,8,9.5
M,112.00000000000001,85,27,169.79999999999998,65.3,44.2,52.900000000000006,10,11.5
I,112.99999999999999,84,31,148.6,62,37.2,46.2,9,10.5
F,112.99999999999999,88,30,172.6,87,29.799999999999997,54,9,10.5
M,112.99999999999999,88,25,160.4,71.89999999999999,36.5,43,9,10.5
M,112.99999999999999,86,30,166.2,84.89999999999999,34.699999999999996,43.8,10,11.5
F,113.99999999999999,90,27,156.1,66.9,37,42,8,9.5
M,113.99999999999999,90,28.000000000000004,159,67.7,29.599999999999998,49,9,10.5
I,113.99999999999999,87,34,169.6,80,33.2,50,9,10.5
I,113.99999999999999,86,28.999999999999996,166.6,70.8,28.799999999999997,56.3,10,11.5
I,113.99999999999999,89,31,173.4,74.1,34.1,56.00000000000001,9,10.5
I,113.99999999999999,89,28.999999999999996,148.10000000000002,61.199999999999996,34.4,36.5,12,13.5
M,114.99999999999999,91,33,173.4,75.3,36.1,53.6,8,9.5
I,114.99999999999999,85,27,159.3,72.8,39.2,47.8,10,11.5
F,114.99999999999999,94,31,223.20000000000002,101.8,47.599999999999994,68,10,11.5
I,114.99999999999999,90,25,156,65.5,37.6,47,9,10.5
M,114.99999999999999,94,37,197,74.9,43.5,71,10,11.5
F,114.99999999999999,93,39,199.3,83.39999999999999,49.4,94,8,9.5
I,114.99999999999999,89,34,160.3,69.5,29.299999999999997,50,9,10.5
I,114.99999999999999,90,27,161.4,72.3,35.199999999999996,50.8,10,11.5
F,114.99999999999999,87,30,206.1,92.10000000000001,43.6,72,8,9.5
M,114.99999999999999,89,32,167.79999999999998,80.10000000000001,39.6,47.8,9,10.5
M,114.99999999999999,88,32,192.3,96.6,33.2,55.00000000000001,13,14.5
F,115.99999999999999,87,30,166.79999999999998,85.6,30.3,46,8,9.5
M,115.99999999999999,92,31,206.70000000000002,93.8,44.5,59,10,11.5
M,115.99999999999999,86,26,159.60000000000002,73,34.599999999999994,45.7,10,11.5
I,115.99999999999999,89,25,141.9,60.6,28.1,47,9,10.5
F,117,89,28.000000000000004,182.6,86.1,44.1,50.6,10,11.5
M,118,98,33,241.4,111.80000000000001,47,61.8,10,11.5
I,118,90,28.999999999999996,204.4,85.6,53.6,53,10,11.5
I,118,92,28.999999999999996,180.29999999999998,83.8,35.699999999999996,52,11,12.5
F,119,87,30,180,83.5,34,53,8,9.5
M,119,90,28.000000000000004,167.6,79.3,38.800000000000004,43.4,10,11.5
M,119,90,28.999999999999996,191.79999999999998,92.60000000000001,41.3,50.7,10,11.5
I,119,92,30,166.70000000000002,75.4,38.5,47,8,9.5
F,120,92,31,194.70000000000002,85.39999999999999,40.9,60,8,9.5
F,120,95,30,225.99999999999997,114.99999999999999,39.2,61,9,10.5
M,120,96,33,183.29999999999998,82.69999999999999,39.300000000000004,54.50000000000001,9,10.5
I,120,96,34,183.5,76,44.5,57.99999999999999,8,9.5
F,120,96,36,212.9,89.9,49.1,65,10,11.5
M,120,94,33,211.79999999999998,100.8,48.199999999999996,55.00000000000001,9,10.5
M,120,94,32,238.79999999999998,112.5,60.9,52.7,10,11.5
F,121,91,28.999999999999996,195.5,93.60000000000001,35.5,55.00000000000001,9,10.5
M,121,95,28.999999999999996,176.8,76.7,38.1,54,8,9.5
I,121,94,28.999999999999996,160.5,75.8,45.300000000000004,44,9,10.5
F,121,96,28.000000000000004,198.2,94.69999999999999,46.9,48,8,9.5
F,121,94,31,194.79999999999998,78.60000000000001,44.800000000000004,66.9,9,10.5
F,121,101,36,286.8,145.70000000000002,52.800000000000004,86.2,11,12.5
M,122,95,31,196.6,91.3,45.6,53.2,10,11.5
F,122,93,32,214.5,96.7,50.3,56.00000000000001,10,11.5
F,122,97,30,248.1,120.5,58.3,61.7,12,13.5
M,122,94,32,204.4,89.8,46.9,58.9,9,10.5
F,122,95,32,223.1,76.7,44.6,75.8,10,11.5
I,122,93,25,184.5,87.2,38,52,9,10.5
M,122,94,34,223.70000000000002,104.5,48.1,62,9,10.5
F,122,97,36,255.9,114.7,57.099999999999994,71,7,8.5
M,123,94,32,203.5,94.6,47.9,56.00000000000001,10,11.5
M,123,95,35,244.79999999999998,120.7,52.2,62.2,9,10.5
I,124,97,36,230.79999999999998,98.7,51.2,63,12,13.5
F,124,103,31,265.09999999999997,133.7,52.1,67,12,13.5
M,124,103,35,244.20000000000002,107,48.199999999999996,79,13,14.5
F,124,108,33,227.8,99.9,48.699999999999996,71.39999999999999,11,12.5
I,124,98,32,213.20000000000002,89.2,49.2,61,11,12.5
F,124,96,36,244.3,116.39999999999999,53.900000000000006,62.6,12,13.5
I,124,94,28.000000000000004,171.3,71.89999999999999,32,59,9,10.5
I,124,90,27,184.8,71.6,45.300000000000004,59.3,10,11.5
M,124,96,30,253.2,125.69999999999999,51.5,61.8,12,13.5
F,124,96,35,208.1,92.80000000000001,44.5,60,9,10.5
M,125,98,33,223.3,97.89999999999999,52.300000000000004,66.5,11,12.5
M,125,95,32,216.9,100.1,47.099999999999994,62.1,10,11.5
M,125,100,34,219.70000000000002,92.9,44,70.8,9,10.5
I,125,94,31,239.1,128.6,41.099999999999994,62.9,12,13.5
F,125,97,35,272.40000000000003,135.3,52.300000000000004,74.1,10,11.5
I,125,97,30,208.8,87.6,57.3,55.60000000000001,9,10.5
M,126,101,34,218.29999999999998,92.30000000000001,53.2,60,9,10.5
F,126,100,36,239.29999999999998,102.8,46.5,79.9,8,9.5
M,126,98,34,234.90000000000003,105.1,54.6,67.80000000000001,11,12.5
